PID,ssdl:notation,location,Date,Long,Lati
1901-Hymnso-MTS,Round,"St. Louis, MO",1901,-90.1833,38.6167
1900-Practi-MTS,Round,"Cincinnati, OH;New York, NY;Chicago, IL;Leipsic [Leipzig], Germany;London, England",1900,-84.45;-74;-87.65;12.4167;.10203,39.15;40.7;41.85;51.3333;51.52393
1900-Pentec-MTS,Seven-shape Aikin,"Louisville, KY",1900,-85.75,38.25
1900-Gospel-MTS,Round,"Nashville, TN",1900,-86.761,36.154
1900-Epwort-MTS,Round,"New York, NY;Cincinnati, OH",1900,-74;-84.45,40.7;39.15
1900-Dortch-MTS,Round,"Nashville, TN",1900,-86.761,36.154
1899-Storyo-MTS,Round,"London, England",1899,-.093145,51.514248
1899-Psalms-MTS,Seven-shape Aikin,"West Milton, OH;Nashville, TN;Dalton, GA;Dallas, TX",1899,-84.3167;-86.761;-84.9667;-96.8,39.95;36.154;34.7667;32.7833
1899-Highwa-MTS,Round,"Dalton, GA;West Milton, OH;Dallas, TX",1899,-84.9667;-84.3167;-96.8,34.7667;39.95;32.7833
1899-Gospel-MTS,Round,"Chicago, IL",1899,-87.65,41.85
1898-Silver-MTS,Round,"St. Louis, MO;Indianapolis, IN",1898,-90.1833;-86.15,38.6167;39.7667
1898-Golden-MTS,Round,"Dayton, OH",1898,-84.1833,39.75
1898-Fillmo-MTS,Round,"Cincinnati, OH",1898,-84.45,39.15
1897-Select-MTS,Seven-shape Aikin,"Dalton, GA;Dallas, TX",1897,-84.9667;-96.8,34.7667;32.7833
1897-Seedso-MTS,Round,"Toledo, OH",1897,-83.55,41.65
1897-Romanh-MTS,Round,"New York, NY;Cincinnati, OH",1897,-74;-84.45,40.7;39.15
1897-Anthem-MTS,Round,"Cincinnati, OH;New York, NY",nan,-84.45;-74,39.15;40.7
1896-Window-MTS,Seven-shape Aikin,"Bowman, GA; Mt. Sylvan, TX",1896,-83.0167;-95.4667,34.2;32.45
1896-Anthem-MTS,Round,"Dayton, OH;New York, NY;Chicago, IL",1896,-84.1833;-74;-87.65,39.75;40.7;41.85
1895-Songof-MTS,Round,"Cincinnati, OH;Chicago, IL;St. Louis, MO;New York, NY;Boston, MA;Pittsburg[h], PA;San Francisco, CA",1895,-84.45;-87.65;-90.1833;-74;-71.05;-79.9833;-122.4167,39.15;41.85;38.6167;40.7;42.35;40.4333;37.7667
1895-Psalms-MTS,Seven-shape Aikin,"West Milton, OH;Bridgewater, VA;Atlanta, GA;Nashville, TN;Morgan, TX",1895,-84.3167;-78.9667;-84.3833;-86.761;-97.6,39.95;38.3667;33.7333;36.154;32.0167
1895-Dortch-MTS,Seven-shape Aikin,"Charlotte, NC",1895,-80.8333,35.2167
1894-Treble-MTS,Round,"Cincinnati, OH; New York, NY; Chicago, IL; Leipsic [Leipzig], Germany; London, England",1894,-84.45;-74;-87.65;12.4167;.10203,39.15;40.7;41.85;51.3333;51.52393
1894-PerleS-MTS,Round,"Cincinnati, OH; Chicago, IL; Kansas City, MO; New York, NY; Boston, MA; Pittsburg[h], PA; Detroit, MI; San Francisco, CA",1894,-84.45;-87.65;-94.5667;-74;-71.05;-79.9833;-83.0333;-122.4167,39.15;41.85;39.0833;40.7;42.35;40.4333;42.3167;37.7667
1894-Lieder-MTS,Round,"St. Louis, MO",1894,-90.1833,38.6167
1893-Unfadi-MTS,Round,"Cincinnati, OH; Chicago, IL; St. Louis, MO; Philadelphia, PA",1893,-84.45;-87.65;-90.1833;-75.15,39.15;41.85;38.6167;39.95
1893-Blessi-MTS,Seven-shape Aikin,"Dalton, GA",1893,-84.9667,34.7667
1892-Whiter-MTS,Round,"Chicago, IL",1892,-87.65,41.85
1892-Trieda-MTS,Round,"Dayton, OH",1892,-84.1833,39.75
1892-Songsa-MTS,Round,"Richmond, VA",nan,0,0
1892-Little-MTS,Round,"Cincinnati, OH; Chicago, IL; New York, NY",1892,-84.45;-87.65;-74,39.15;41.85;40.7
1891-Cabina-MTS,Round,"New York, NY; London, England",1891,-74;-.093145,40.7;51.514248
1889-Songso-MTS,Round,"Dayton, OH",1889,-84.1833,39.75
1889-Herber-MTS,Round,"Cincinnati, OH",1889,-84.45,39.15
1888-Modern-MTS,Round,"Cincinnati, OH;Chicago, IL;New York, NY",1888,-84.45;-87.65;-74,39.15;41.85;40.7
1888-Garner-MTS,Round,"Harrisburg, PA",1888,-76.8833,40.2667
1888-Deutsc-MTS,Round,"Cincinnati, OH;Chicago, IL;Kansas City, MO;San Francisco, CA;New York, NY;Boston, MA;Pittsburg[h], PA;Detroit, MI",1888,-84.45;-87.65;-94.5667;-122.4167;-74;-71.05;-79.9833;-83.0333,39.15;41.85;39.0833;37.7667;40.7;42.35;40.4333;42.3167
1887-Triump-MTS,Round,"Chicago, IL",1887,-87.65,41.85
1887-Songso-MTS,Round,"Cincinnati, OH; Chicago, IL; St. Louis, MO; Philadelphia, PA",1887,-84.45;-87.65;-90.1833;-75.15,39.15;41.85;38.6167;39.95
1887-Musica-MTS,Round,"Macon, GA",1887,-83.6167,32.8333
1887-Empire-MTS,Round,"Cincinnati, OH; Chicago, IL; New York, NY",1887,-84.45;-87.65;-73.9667,39.15;41.85;40.7833
1886-Flower-MTS,Round,"Cincinnati, OH; Chicago, IL; New York, NY",1886,-84.45;-87.65;-73.9667,39.15;41.85;40.7833
1885-McPhai-MTS,Round,"Cincinnati, OH;Chicago, IL;New York, NY",1885,-84.45;-87.65;-73.9667,39.15;41.85;40.7833
1885-Herber-MTS,Round,"Cincinnati, OH",1885,-84.45,39.15
1884-Lieder-MTS,Round,"Cincinnati, OH",1884,-84.45,39.15
1884-Englis-MTS,Round,"New York, NY
Cincinnati, OH",1884,-84.45,39.15
1883-Hallel-MTS,Round,"Cleveland, OH",1883,-81.6833,41.4833
1882-Tribut-MTS,Round,"Pittsburgh, PA; Baltimore, MD",1882,-79.9833;-76.6,40.4333;39.2833
1882-Songso-MTS,Round,"Dayton, OH",1882,-84.1833,39.75
1882-Lieder-MTS,Nil,"St. Louis, MO;Chicago, IL",1882,-90.1833;-87.65,38.6167;41.85
1882-Davids-MTS,Round,"Cincinnati, OH;Chicago, IL",1882,-84.45;-87.65,39.15;41.85
1881-Hearta-MTS,Round,"Cincinnati, OH",1881,-84.45,39.15
1881-Gemofg-MTS,Round,"New York, NY",1881,-73.9667,40.7833
1880-Undert-MTS,Round,"Cincinnati, OH",1880,-84.45,39.15
1880-Gateso-MTS,Round,"Dayton, OH",1880,-84.1833,39.75
1878-Univer-MTS,Nil,"Philadelphia, PA",1878,-75.15,39.95
1878-Precio-MTS,Round,"Altoona, PA",1878,-78.3833,40.5167
1878-Heaven-MTS,Round,"Dayton, OH",1878,-84.1833,39.75
1878-Harves-MTS,Round,"Cincinnati, OH;Chicago, IL",1878,-84.45;-87.65,39.15;41.85
1877-Songso-MTS,Numeral staff,"Cincinnati, OH",1877,-84.45,39.15
1876-Spirit-MTS,Round,"Dayton, OH",1876,-84.1833,39.75
1876-Songhe-MTS,Round,"Cincinnati, OH;Chicago, IL",1876,-84.45;-87.65,39.15;41.85
1874-Songer-MTS,Round,"Cincinnati, OH;Chicago, IL",1874,-84.45;-87.65,39.15;41.85
1874-Melodi-MTS,Round,"Cincinnati, OH",1874,-84.45,39.15
1874-Corone-MTS,Seven-shape Funk,"Singers Glen, VA",1874,-78.9,38.55
1874-Cabina-MTS,Round,"New York, NY",1874,-74,40.7
1873-Manner-MTS,Round,"Cincinnnati, OH;Chicago, IL",1873,-84.45;-87.65,39.15;41.85
1872-Puredi-MTS,Round,"Cleveland, OH",1872,-81.6833,41.4833
1871-Truesi-MTS,Round,"Cincinnati, OH",1871,-84.45,39.15
1871-Crowno-MTS,Round,"Cincinnati, OH",1871,-84.45,39.15
1871-Charmc-MTS,Round,"Chicago, IL",1871,-87.65,41.85
1870-WestVi-MTS,Seven-shape Funk,"Pennsboro, WV",1870,-80.9667,39.2833
1870-Sacred-MTS,Four-shape,"Atlanta, GA",1870,-84.3833,33.7333
1869-Christ-MTS,Nil,"Dayton, OH",1869,-84.1833,39.75
1867-Songso-MTS,Round,"Richmond, VA",1867,-77.45,37.55
1867-Jugend-MTS,Round,"Cincinnati, OH;Chicago, IL;St. Louis, MO;New York, NY",1867,-84.45;-87.65;-90.1833;-74,39.15;41.85;38.6167;40.7
1867-Chants-MTS,Round,"Philadelphia, PA",1867,-75.15,39.95
1864-Devoti-MTS,Round,"Philadelphia, PA",1864,-75.15,39.95
1860-Church-MTS,Round,"New York, NY;Chicago, IL;Cincinnati, OH;Boston, MA",1860,-73.9667;-87.65;-84.45;-71.05,40.7833;41.85;39.15;42.35
1859-Songsf-MTS,Round,"Boston, MA;Chicago, IL;Cincinnati, OH",1859,-71.05;-87.65;-84.45,42.35;41.85;39.15
1854-Church-MTS,Nil,"New York, NY;Chicago, IL;Buffalo, NY;Auburn, NY;Detroit, MI;Cincinnati, OH",1854,-73.9667;-87.65;-78.8667;-76.55;-83.0333;-84.45,40.7833;41.85;42.8833;42.9167;42.3167;39.15
1853-Timbre-MTS,Seven-shape Aikin,"Philadelphia, PA;Pittsburg, PA;Cincinnati, OH;Chicago, IL;Indianapolis, IN;New York, NY;St. Louis, MO;Baltimore, MD;Louisville, KY;Atlanta, GA;Savannah, GA",1853,-75.15;-79.9833;-84.45;-87.65;-86.15;-74;-90.1833;-76.6;-85.75;-84.3833;-81.1,39.95;40.4333;39.15;41.85;39.7667;40.7;38.6167;39.2833;38.25;33.7333;32.0833
1853-Harpof-MTS,Four-shape,"New York, NY",1853,-74,40.7
1852-Romber-MTS,Round,"Boston, MA",1863,-71.05,42.35
1850-Golden-MTS,Round,"Hartford, CT",1850,-72.6833,41.75
1843-Manual-MTS,Round,"Baltimore, MD",1843,-76.6,39.2833
1833-Select-UTL,Nil,"New Echota, [GA]",1832,0,0
1846-Cherok-UTL,Round,"Boston, MA",1846,-71.05,42.35
1860-Maskok-UTL,Nil,"Marion, AL",1860,-87.3167,32.6167
1866-Cherok-UTL,Round,"Philadelphia, PA",1866,-75.15,39.95
1875-Gospel-UTL,Round,"Cincinnati, OH;New York, NY;Chicago, IL",1875,-84.45;-74;-87.65,39.15;40.7;41.85
1880-Nakcok-UTL,Nil,"New York, NY",1880,-74,40.7
188x-Mvskok-UTL,Nil,"New York, NY?",1880,-74,40.7
1887-Gospel-UTL,Seven-shape Aikin,"Cincinnati, OH;New York, NY;Chicago, IL",1887,-84.45;-74;-87.65,39.15;40.7;41.85
1892-Nusdvu-UTL,Nil,,nan,0,0
1906-Tsalag-UTL,Nil,,1906,0,0
1910-Baptis-UTL,Nil,"Achille, OK",191x,-96.3833,33.8333
1917-Mvskok-UTL,Nil,"Philadelphia, PA",1917,-75.15,39.95
1920-Hallel-UTL,Seven-shape Aikin,"Nashville, TN",19xx,-86.761,36.154
1926-Nakcok-UTL,Nil,"Philadelphia, PA",1926,-75.15,39.95
1847-Sacred-SBT,Round,"Boston, MA",1847,-71.05,42.35
1851-Songso-SBT,Nil,"Charleston, SC",1851,-79.9167,32.7667
1853-Hymnsf-SBT,Nil,"Richmond, VA",1853,0,0
1854-Sweets-SBT,Nil,"Catlettsburg, KY",1854,-82.6,38.4
1856-Simple-SBT,Nil,"Charleston, SC",1856,-79.9167,32.7667
1857-Annive-SBT,Round,"Cincinnati, OH",1857,-84.45,39.15
1859-HymnsF-SBT,Nil,"Richmond, VA",1859,-77.45,37.55
1860-Hymnss-SBT,Nil,"Baltimore, MD",1860,-76.6,39.2833
1862-Sunday-SBT,Nil,"Macon, GA",1862,-83.6167,32.8333
1865-Sunday-SBT,Nil,"Greenville, SC",1865,-82.3833,34.85
1867-Gladti-SBT,Round,"Baltimore, MD",1867,-76.6,39.2833
1870-Vocali-SBT,Round,"Cincinnati, OH",1870,-84.45,39.15
1871-Linton-SBT,Round,Cincinnati,1871,-84.45,39.15
1871-NewChr-SBT,Numeral,"Cincinnati, OH",1871,-84.45,39.15
1873-NewBa2-SBT,Seven-shape Aikin,"Memphis, TN",1873,-90.0333,35.1333
1878-Newgos-SBT,Round,"Cincinnati, OH?",1878,-84.45,39.15
1881-Nearer-SBT,Round,"St. Louis, MO",1881,-90.1833,38.6167
1897-Select-SBT,Round;Seven-shape Hood,"Louisville, KY",1897,-85.75,38.25
186x-Little-SBT,Nil,"Greenville, SC",1863,-82.3833,34.85
1865-Newcel-SBT,Nil,"Greenville, SC",1865,-82.3833,34.85
190x-Callne-SBT,Seven-shape Aikin;Round,"Fort Worth, TX",190x,-97.3167,32.7167
1894-Hymnss-SBT,Nil,"Columbus, GA",1894,-84.9833,32.45
1919-Whenmi-SBT,Round,,1919,0,0
1884-Kleine-SBT,,"Cincinnati, OH; Chicago, IL; St. Louis, MO; New York, NY",1884,-84.45;-87.65;-90.1833;-74,39.15;41.85;38.6167;40.7
1887-Hymnsn-SBT,Round,"Chicago, IL;New York, NY",1887,-87.65;-74,41.85;40.7
1888-Favori-SBT,Round;Numeral staff,"Cincinnati, OH",1888,-84.45,39.15
1889-Stouth-SBT,Nil,"Atlanta, GA",1889,-84.3833,33.7333
1891-Choice-SBT,Nil,"Louisville, KY",1891,-85.75,38.25
1891-Hymnsn-SBT,Round,"Louisville, KY",1891,-85.75,38.25
1892-Manly1-SBT,Nil,"Louisville, KY",1892,-85.75,38.25
1892-Manly2-SBT,Round,"Louisville, KY",1892,-85.75,38.25
1895-Dawnin-SBT,Seven-shape Aikin,"Waco, TX",1895,-97.1333,31.5333
1895-Spirit-SBT,Round,"Dayton, OH",1895,-84.1833,39.75
1899-Salvat-SBT,Round,"Cincinnati, OH",1899,-84.45,39.15
1900-Church-SBT,Round,"Nashville, TN",1900,-86.761,36.154
1900-Sacre1-SBT,Round,"Chicago, IL",1900,-87.65,41.85
1901-Lastin-SBT,Round,"Cincinnati, OH;Louisville, KY;Nashville, TN",1901,-84.45;-85.75;-86.761,39.15;38.25;36.154
1901-Sunday-SBT,Round,"St. Louis, MO",1901,-90.1833,38.6167
1902-Sacred-SBT,Seven-shape Aikin,"Kansas City, MO;Cincinnati, OH;Dallas, TX",1902,-84.45;-94.5667;-96.8,39.15;39.0833;32.7833
1904-Praise-SBT,Round,"St. Louis, MO;Indianapolis, IN",1904,-90.1833;-86.15,38.6167;39.7667
1905-Newson-SBT,,"Philadelphia, PA;New York, NY",1905,-75.15;-74,39.95;40.7
1908-Gemsof-SBT,Round,"Baltimore, MD",1908,-76.6,39.2833
1908-Progra-SBT,Round,"Philadelphia, PA",1908,-75.15,39.95
1909-Melodi-SBT,Round;Seven-shape Aikin,"Louisville, KY",1909,-85.75,38.25
1909-Newglo-SBT,,"Dalton, GA
Dallas, TX",1909,-84.9667;-96.8,34.7667;32.7833
1909-Primit-SBT,Round,"St. Joseph, MO",1909,-94.8333,39.7667
1909-Singet-SBT,,"St. Louis, MO;Chicago, IL",1909,-90.1833;-87.65,38.6167;41.85
1909-Starof-SBT,Round,"Dalton, GA;Dallas, TX",1909,-84.9667;-96.8,34.7667;32.7833
1912-Bestre-SBT,Round,"Dalton, GA;Dallas, TX;Chattanooga, TN",1912,-84.9667;-96.8;-85.3,34.7667;32.7833;35.0333
1913-Emanue-SBT,Seven-shape Aikin,"Fort Worth, TX; Tupelo, MS",1912,-97.3167;-88.7,32.7167;34.25
1913-Songsa-SBT,Round,"Dalton, GA;Dallas, TX",1913,-84.9667;-96.8,34.7667;32.7833
1914-Songso-SBT,Round;Seven-shape Aikin,"Zion City, IL",1914,-87.8167,42.4333
1914-Studen-SBT,Round,"Kansas City, MO",1914,-94.5667,39.0833
1915-Kingof-SBT,Round,"Indianapolis, IN; St. Louis, MO",1915,-86.15;-90.1833,39.7667;38.6167
1915-Redemp-SBT,Seven-shape Aikin,"Ft. Worth, TX",1915,-97.3167,32.7167
1915-Songha-SBT,Seven-shape Aikin,"Waco, TX; Memphis, TN",1915,-97.1333;-90.0333,31.5333;35.1333
1918-Northf-SBT,,"East Northfield, MA",1918,-72.45,42.6833
1919-Hesju1-SBT,Round,"New York, NY",1919,-74,40.7
1919-Hesju2-SBT,Round,"New York, NY",1919,-74,40.7
1920-Gospel-SBT,Seven-shape Aikin,"Fort Worth, TX",1920,-97.3167,32.7167
1923-Silver-SBT,Seven-shape Aikin,"Bethlehem, GA",192x,-83.7,33.9167
1924-Ourjoy-SBT,Seven-shape Aikin,"Fort Worth, TX",1924,-97.3167,32.7167
1925-Hymnso-SBT,,"Chicago, IL",1925,-87.65,41.85
1925-KingJe-SBT,Round,"Chicago, IL",1925,-87.65,41.85
1925-Singhi-SBT,Round;Seven-shape Aikin,"Chicago, IL",1925,-87.65,41.85
1931-Evange-SBT,Round,"Springfield, MO",1931,-93.2833,37.2
1931-Glorio-SBT,,"Kansas City, MO",1931,-94.5667,39.0833
1857-Notesa-SBT,Nil,"Charleston, SC",1857,-79.9167,32.7667
1888-Temple-SBT,Round,"Cincinnati, OH",1888,-84.45,39.15
1900-Newson-SBT,,"Philadelphia, PA",1900,-75.15,39.95
1900-Sacre2-SBT,Seven-shape Aikin,"Waco, TX",1900,-97.1333,31.5333
1905-Psalli-SBT,Round,"St. Louis, MO",1905,-90.1833,38.6167
19xx-Robins-SBT,Seven-shape Aikin,"Charlotte, NC",1903,-80.8333,35.2167
1903-Hymnso-SBT,Round,"Dalton, GA;Dallas, TX",1903,-84.9667;-96.8,34.7667;32.7833
1908-Reviva-SBT,Round,"Dayton, VA",1908,-78.9333,38.4
1911-Harpof-SBT,Seven-shape Aikin,"Nashville, TN",1911,-86.761,36.154
1911-Newson-SBT,Round,"Dalton, GA;Dallas, TX",1911,-84.9667;-96.8,34.7667;32.7833
1914-Glorio-SBT,Seven-shape Aikin,"Lawrenceburg, TN",1914,-87.3333,35.2333
1916-Gospel-SBT,Seven-shape Aikin,"Fort Worth, TX",1916,-97.3167,32.7167
1919-Hymnso-SBT,Round,"Chattanooga, TN",1919,-85.3,35.0333
1919-Majest-SBT,Seven-shape Aikin,"Fort Worth, TX",1919,-97.3167,32.7167
1929-Souli1-SBT,Round,"Chattanooga, TN; London, Ontario",1929,-85.3;-81.25,35.0333;42.9667
1929-Souli2-SBT,Seven-shape Aikin,"Dayton, TN",1929,-85,35.4833
1924-Gospel-SBT,Seven-shape Aikin,"Knoxville, TN; Texarkana, AR; Texarkana, TX",1924,-83.9167;-94.0333,35.95;33.4333
1924-Gracea-SBT,Round;Seven-shape Aikin,"Kansas City, MO",1924,-94.5667,39.0833
1924-Songpr-SBT,Seven-shape Aikin,"Fort Worth, TX",1924,-97.3167,32.7167
1925-Christ-SBT,Round,"Birmingham, AL; Dallas, TX",1925,-86.8;-96.8,33.5167;32.7833
1910-Reviva-SBT,Seven-shape Aikin,"Fort Worth, TX",19xx,-97.3167,32.7167
1873-Amaran-UKY,Round,"Nashville, TN",1872,-86.761,36.154
1900-Beauti-UKY,Round,"Cincinnati, OH",1900,-84.45,39.15
1914-Carmin-UKY,Round,"St. Louis, MO; Indianapolis, IN",1914,-90.1833;-86.15,38.6167;39.7667
1871-Songki-UKY,,"Chicago, IL",1871,-87.65,41.85
1874-Hallow-UKY,Round,"Cincinnati, Oh;Chicago, IL;St. Louis, MO;New York, NY",1874,-84.45;-87.65;-90.1833;-74,39.15;41.85;38.6167;40.7
1878-Hymna2-UKY,Round,"Cincinnati, OH;New York, NY",1878,-84.45;-74,39.15;40.7
1879-Hourso-UKY,Round,"Cincinnati, OH;New York, NY",1879,-84.45;-74,39.15;40.7
1890-Finest-UKY,Round,"Chicago, IL",1890,-87.65,41.85
1843-Dupuys-UKY,Nil,"Louisville, KY",1843,-85.75,38.25
1850-Hymnsf-UKY,Nil,"New York, NY",1850,-74,40.7
1851-Christ-UKY,Numeral,"Louisville, KY",1851,-85.75,38.25
1858-Christ-UKY,Nil,"Dayton, OH",1858,-84.1833,39.75
1866-Christ-UKY,Nil,"Dayton, OH",1866,-84.1833,39.75
1872-Collec-UKY,Nil,"Covington, OH",1872,-84.35,40.1167
1872-Gloryc-UKY,Round,"Cincinnati, OH",1872,-84.45,39.15
1878-Hymna1-UKY,Nil,"Cincinnati, OH; New York, NY",1878,-84.45;-74,39.15;40.7
1895-Voice2-UKY,Seven-shape Aikin,"Nashville, TN",1895,-86.761,36.154
1925-Bookof-UKY,Round,"New York, NY",1925,-74,40.7
1853-Shawml-UKY,Round,"New York, NY",1853,-74,40.7
1870-NewChr-UKY,Round;Numeral staff;Eureka clef,"Cincinnati, OH",1870,-84.45,39.15
1871-Sparkl-UKY,Round,"Cincinnati, OH",1871,-84.45,39.15
1872-Hymnso-UKY,,,nan,0,0
1886-Carolb-UKY,Round,"Cincinnati, OH",1886,-84.45,39.15
1894-Tearsa-UKY,Seven-shape Aikin;Round,"Louisville, KY",1894,-85.75,38.25
1897-Tearsa-UKY,Round,"Louisville, KY",1897,-85.75,38.25
1902-Singin-UKY,Seven-shape Aikin,"Dalton, GA; Dallas, TX",1902,-84.9667;-96.8,34.7667;32.7833
1906-Creamo-UKY,Round,"Louisville, KY",1906,-85.75,38.25
1909-Briefh-UKY,Round,"Winston-Salem, NC",1909,-80.2333,36.0833
1915-Soulst-UKY,Seven-shape Aikin,"Nashville, TN",1915,-86.761,36.154
1919-Navyso-UKY,Round,"Washington, D. C.",1919,-77,38.8333
1921-Waveso-UKY,,"Kansas City, MO",1921,-94.5667,39.0833
1875-Choira-UKY,Round,"Cincinnati, OH;Chicago, IL",1875,-84.45;-87.65,39.15;41.85
1882-Christ-UKY,Round,"St. Louis, MO",1882,-90.1833,38.6167
1885-Christ-UKY,Nil,"Kansas City, MO",1885,-94.5667,39.0833
1898-Crowni-UKY,Round,"Dayton, VA",1898,-78.9333,38.4
1901-Planta-UKY,Round,New York,1901,-74,40.7
1908-Crowni-UKY-deprecated,,,nan,0,0
1911-Neweva-UKY,Round,"Dallas, TX",1911,-96.8,32.7833
1917-Nobody-UKY,Round,"New York, NY",1917,-74,40.7
1918-Bigqua-UKY,Seven-shape Aikin,"Dalton, GA; Dallas, TX; Chattanooga, TN",1918,-84.9667;-96.8;-85.3,34.7667;32.7833;35.0333
1918-ChantN-UKY,Round,"New York, NY",1918,-73.9667,40.7833
1919-Things-UKY,Round,"New York, NY",1919,-73.9667,40.7833
1924-Fiftye-UKY,Round,"Boston, MA",1924,-71.05,42.35
1925-Twelve-UKY,Round;Numeral,"London, England",1925,-.093145,51.514248
1926-Dontle-UKY,Round,"New York, NY",1926,-74,40.7
192x-Wonder-UKY,Seven-shape Aikin,"Nashville, TN",192x,-86.761,36.154
1877-Choice-UKY,Nil,"Wayne, WV",1877,-82.4333,38.2167
1878-Gabrie-UKY,Seven-shape Aikin,"Singer's Glen, VA",1878,-78.9,38.55
1881-Crowno-UKY,Seven-shape Aikin,"Boston, MA; New York, NY; Chicago, IL; Philadelphia, PA",1881,-71.05;-74;-87.65;-75.15,42.35;40.7;41.85;39.95
1883-Christ-UKY,Round,"St. Louis, MO",1884,-90.1833,38.6167
1892-Founta-UKY,Seven-shape Aikin,"Dayton, VA",1892,-78.9333,38.4
1895-Christ-UKY,Round,"Dayton, OH",1895,-84.1833,39.75
1907-Fiftyt-UKY,Nil,"Cincinnati, OH; New York, NY",1907,-84.45;-74,39.15;40.7
1908-Crowni-UKY,Round,"Dayton, VA",1908,-78.9333,38.4
1911-Greate-UKY,Seven-shape Aikin,"Glencoe, KY",1911,-84.8167,38.7
1916-Golden-UKY,Seven-shape Aikin,"Lawrenceburg, TN",1916,-87.3333,35.2333
1916-Gospel-UKY,Round,"Wilmington, DE",1916,-75.5333,39.7333
1922-Firstb-UKY,Round,"New York, NY; Cincinnati, OH",1925,-74;-84.45,40.7;39.15
1873-Hermon-UKY,Round,"New York, NY; Nashville, TN",1873,-74;-86.761,40.7;36.154
1879-Joytow-UKY,Round,"Cincinnati, OH; Chicago, IL; St. Louis, MO; New York, NY",1879,-84.45;-87.65;-90.1833;-74,39.15;41.85;38.6167;40.7
1881-Greatj-UKY,Round,"Cincinnati, OH",1881,-84.45,39.15
1882-Hourso-UKY,Seven-shape Aikin,"Dayton, VA",1882,-78.9333,38.4
1884-Gospel-UKY,Round,"Baltimore, MD",1884,-76.6,39.2833
1887-Harves-UKY,Round,"Cincinnati, OH",1887,-84.45,39.15
1889-Neuekl-UKY,,"Cincinnati, OH;Chicago, IL;St. Louis, MO;New York, NY;Boston, MA;Pittsburg, PA;San Francisco, CA",1889,-84.45;-87.65;-90.1833;-74;-71.05;-79.9833;-122.4167,39.15;41.85;38.6167;40.7;42.35;40.4333;37.7667
1890-Evange-UKY,Round,"St. Louis, MO",1890,-90.1833,38.6167
1892-Garner-UKY,Round,"Cincinnati, OH;Chicago, IL;New York, NY",1892,-84.45;-87.65;-74,39.15;41.85;40.7
1894-Himnar-UKY,,"New York, NY",1894,-74,40.7
1901-Hymnso-UKY,Round,"Dayton, OH;Chicago, IL",1901,-84.1833;-87.65,39.75;41.85
1903-Joyful-UKY,Seven-shape Aikin,"Douglasville, GA",1903,-84.7333,33.75
1910-Gospel-UKY,Round,"Cincinnati, OH",1910,-84.45,39.15
1911-Hymnso-UKY,Round,"Cincinnati, OH",1911,-84.45,39.15
1924-Fullgo-UKY,Round;Seven-shape Aikin,"Chicago, IL",nan,-87.65,41.85
1859-Pastor-UKY,Round,"Philadelphia, PA",1859,-75.15,39.95
1874-Palmer-UKY,Round,"Cincinnati, OH;Chicago, IL",1874,-84.45;-87.65,39.15;41.85
1879-Newcho-UKY,Round,"Cincinnati, OH; Chicago, IL",1879,-84.45;-87.65,39.15;41.85
1880-Sharon-UKY,,"Dayton, VA",1880,-78.9333,38.4
1886-Newsta-UKY,Seven-shape Aikin,"Dayton, VA",1886,-78.9333,38.4
1887-NewChr-UKY,Round,"Cincinnati, OH",1887,-84.45,39.15
1891-Perenn-UKY,Round,"Dalton, GA; Appleton City, MO; Huntingdon, PA",1891,-84.9667;-94.0167;-78,34.7667;38.1833;40.4833
1894-Newlif-UKY,Round,"Nashville, TN",1892,-86.761,36.154
1895-Newtun-UKY,Round,"Baltimore, MD",1895,-76.6,39.2833
1899-Notes1-UKY,Round,"Cincinnati, OH",1899,-84.45,39.15
1907-NewChr-UKY,Round,"Nashville, TN",1907,-86.761,36.154
1925-Realiz-UKY,Round,"Portland, OR",1925,-122.6667,45.5167
1853-Prairi-UKY,Round,"Cincinnati, OH; New York, NY",1853,-84.45;-74,39.15;40.7
1851-Christ-UMI,Seven-shape Aikin,"Philadelphia, PA;Lancaster, PA;New York, NY;Boston, MA;Cincinnati, OH;Columbus, OH;Wheeling, VA",1851,-75.15;-76.3;-74;-71.05;-84.45;-82.9833,39.95;40.0333;40.7;42.35;39.15;39.95
1858-Harmon-UMI,Seven-shape Funk,"Mountain Valley, VA",1858,-79.7,36.7667
1858-Jubile-UMI,,"New York, NY",1858,-74,40.7
1861-Soldie-UMI,Nil,"Philadelphia, PA",1861,-75.15,39.95
1867-Slaves-UMI,Round,"New York, NY",1867,-74,40.7
1871-Harmon-UMI,Seven-shape Funk,"Singers Glen, VA",1871,-78.9,38.55
1872-Brethr-UMI,Seven-shape Funk,"Singers Glen, VA;Dale City, PA",1872,-78.9,38.55
1872-Jubile-UMI,Round,"New York, NY;Chicago, IL",1872,-74;-87.65,40.7;41.85
1878-Himnar-UMI,,Mexico,1878,-102,23
1878-Keepin-UMI,Round,"Cincinnati, OH",1878,-84.45,39.15
1880-Gospel-UMI,Round,"Boston, MA",1880,-71.05,42.35
1880-Dontyo-UMI,Round,"Cincinnati, OH",1880,-84.45,39.15
1880-Risemy-UMI,Round,"Boston, MA",1880,-71.05,42.35
1880-Waitmy-UMI,Round,"Cincinnati, OH",1880,-84.45,39.15
