PID,ssdl:notation,location,Date,Long,Lati
1881-Gospel-UMI,Round,"New York, NY; Chicago, IL; Cincinnati, OH",1881,-74;-87.65;-84.45,40.7;41.85;39.15
1882-Songso-UMI,Seven-shape Hood,"Philadelphia, PA; Cincinnati, OH",1882,-75.15;-84.45,39.95;39.15
1884-Goodti-UMI,Seven-shape Aikin,"Dalton, GA",1884,-84.9667,34.7667
1884-Select-UMI,Round,"Delaware, OH",1884,-83.0667,40.2833
1887-Gospel-UMI,Round,"New York, NY; Chicago, IL; Cincinnati, OH",1887,-74;-87.65;-84.45,40.7;41.85;39.15
1894-Spirit-UMI,Round;Seven-shape Aikin,"Cincinnati, OH",1894,-84.45,39.15
1895-Gospel-UMI,Round,"New York, NY",1895,-74,40.7
1897-Songso-UMI,Round,"Cincinnati, OH; Chicago, IL; St. Louis, MO; New York, NY; Boston, MA; Pittsburg[h], PA; San Francisco, CA",1897,-84.45;-87.65;-90.1833;-74;-71.05;-79.9833;-122.4167,39.15;41.85;38.6167;40.7;42.35;40.4333;37.7667
1898-Chorus-UMI,Round,"New York, NY; Boston, MA; Pittsburg[h], PA; Detroit, MI; San Francisco, CA; Cincinnati, OH; Chicago, IL; St. Louis, MO;",1898,-74;-71.05;-79.9833;-83.0333;-122.4167;-84.45;-87.65;-90.1833,40.7;42.35;40.4333;42.3167;37.7667;39.15;41.85;38.6167
1850-Southe-EMU,Four-shape,"Philadelphia, PA; Spartanburg, SC",1850,-75.15;-81.9167,39.95;34.9333
1853-Americ-EMU,Four-shape,"Cincinnati, OH",1853,-84.45,39.15
1872-Palmer-EMU,Round,"Cincinnati, OH",1872,-84.45,39.15
1875-Collec-EMU,Nil,"Nashville, TN",1875,-86.761,36.154
1877-Royalf-EMU,Round,"St. Louis, MO",1877,-90.1833,38.6167
1879-Carmin-EMU,Round,"Baltimore, MD; Philadelphia, PA",1879,-76.6;-75.15,39.2833;39.95
1884-Beauty-EMU,Round,"Cincinnati, OH",1884,-84.45,39.15
1884-Gemsof-EMU,Nil,"Baltimore, MD",1884,-76.6,39.2833
1884-Jesus2-EMU,Round,"Cincinnati, OH; New York, NY",1884,-84.45;-74,39.15;40.7
1886-Newli2-EMU,Round,"Nashville, TN",1885,-86.761,36.154
1887-Battle-EMU,Round,"Cincinnati, OH",1887,-84.45,39.15
1887-Dainty-EMU,Round,"Cincinnati, OH;New York, NY;Chicago, IL",1887,-84.45;-74;-87.65,39.15;40.7;41.85
1887-Gladev-EMU,Seven-shape Aikin,"Dalton, GA",1887,-84.9667,34.7667
1887-Glorya-EMU,Numeral staff,"Cincinnati, OH",1887,-84.45,39.15
1887-Harves-EMU,Seven-shape Aikin,"Cincinnati, OH",1887,-84.45,39.15
1887-Loving-EMU,Round,"St. Louis, MO",1887,-90.1833,38.6167
192x-Worsh1-EMU,Round,"Cincinnati, OH",188x,-84.45,39.15
1890-Pearls-EMU,Seven-shape Aikin,"Dayton, VA",1890,-78.9333,38.4
1890-Anthem-EMU,Round,"Dalton, GA",1890,-84.9667,34.7667
1892-Gospel-EMU,Seven-shape Aikin,,nan,0,0
1892-Songla-EMU,Round,"Dallas, Texas",1892,-96.8,32.7833
1893-Hymnst-EMU,Nil,"Richmond, VA",1893,-77.45,37.55
1894-Sunshi-EMU,Round,"Baltimore, MD",1894,-76.6,39.2833
1895-Caroli-EMU,Round;Seven-shape Aikin,"Statesville, NC",1895,-80.8833,35.7667
1895-Celest-EMU,Round,"Nashville, TN",1895,-86.761,36.154
1896-Bellso-EMU,Seven-shape Aikin,"Waco, TX",1896,-97.1333,31.5333
1896-Bestst-EMU,Round,"Richmond, VA",1896,-77.45,37.55
1896-Crowni-EMU,Round,"Dayton, VA",1896,-78.9333,38.4
1896-Fillmo-EMU,Round,"Cincinnati, OH; New York, NY",1896,-84.45;-74,39.15;40.7
1896-Sacred-EMU,Round,"Cincinnati, OH; New York, NY; Chicago, IL",1896,-84.45;-74;-87.65,39.15;40.7;41.85
1896-Sunlig-EMU,Round;Seven-shape Aikin,"Dalton, GA; Dallas, TX",1896,-84.9667;-96.8,34.7667;32.7833
1896-Uplift-EMU,Round,"Cincinnati, OH; New York, NY; Chicago, IL",1896,-84.45;-74;-87.65,39.15;40.7;41.85
1897-Corona-EMU,Round,"Dalton, GA; Dallas, TX",1897,-84.9667;-96.8,34.7667;32.7833
1897-Fillmo-EMU,Round,"Cincinnati, OH; New York, NY",1897,-84.45;-74,39.15;40.7
1897-Gospe1-EMU,Round,"St. Louis, MO;Indianapolis, IN",1897,-90.1833;-86.15,38.6167;39.7667
1897-Gospe2-EMU,Round,"St. Louis, MO;Indianapolis, IN",1897,-90.1833;-86.15,38.6167;39.7667
1897-Reviva-EMU,Round,"Dalton, GA;Dallas, TX",1897,-84.9667;-96.8,34.7667;32.7833
1897-Songla-EMU,Round,"Dallas, TX",1897,-96.8,32.7833
1897-Songso-EMU,Round,"Atlanta, GA;Cincinnati, OH",1897,-84.3833;-84.45,33.7333;39.15
1899-Gospe1-EMU,Round,"Cincinnati, OH; Chicago, IL; St. Louis, MO; New York, NY; Boston, MA; Pittsburgh, PA; Detroit, MI; San Francisco, CA",1899,-84.45;-87.65;-90.1833;-74;-71.05;-79.9833;-83.0333;-122.4167,39.15;41.85;38.6167;40.7;42.35;40.4333;42.3167;37.7667
1899-Gospe2-EMU,Round,"Dallas, TX; West Milton, OH",1899,-96.8;-84.3167,32.7833;39.95
1899-Hymnal-EMU,Round,"St. Louis, MO",1899,-90.1833,38.6167
1900-Childr-EMU,Round,"Nashville, TN",1900,-86.761,36.154
1900-Nation-EMU,Round;Seven-shape Hood,"Nashville, TN",1900,-86.761,36.154
1900-Newhar-EMU,Round,"Eureka Springs, AK",1900,-93.7333,36.4
1900-Ourtha-EMU,Round,"Dalton, GA; Dallas, TX",1900,-84.9667;-96.8,34.7667;32.7833
1900-Palace-EMU,Round,"Baltimore, MD",1900,-76.6,39.2833
1900-Salvat-EMU,Round,"Moundsville, WV",1900,-80.7333,39.9167
1900-Songss-EMU,Round,"Los Angeles, CA",1900,-118.2333,34.05
1900-Vaugha-EMU,Seven-shape Aikin,"Athens, GA",19xx,-83.3667,33.95
1901-Aggres-EMU,Round,,19xx,0,0
